#str         Henry coeff (mol/kg/Pa)          error (mol/kg/Pa)   
489        0.000248126       5.10911e-06
490        0.000241587       5.71887e-06
491        0.000244385       3.49191e-06
492        0.000223076       5.24124e-06
493        0.00023932       4.49163e-06
494        0.000244546       2.53061e-06
495        0.000252392       5.11008e-06
496        0.000240007       4.20493e-06
497        0.00024744       2.62666e-06
498        0.000257548       3.19979e-06
499        0.000262261       2.88341e-06
500        0.000285655       1.14328e-05
501        0.000282232       6.91124e-06
502        0.000322264       1.18705e-05
503        0.000308006       1.21154e-05
504        0.000301188       6.43046e-06
505        0.000298163       3.4921e-06
506        0.00027945       7.51743e-06
507        0.000301563       5.00982e-06
508        0.000314508       8.38254e-06
509        0.000278736       1.00791e-05
510        0.000303017       7.96624e-06
511        0.000300795       2.85499e-06
512        0.00029299       5.36084e-06
513        0.000351739       5.5951e-06
514        0.000310914       6.88124e-06
515        0.000298906       5.18931e-06
516        0.000353295       9.24247e-06
517        0.000292892       4.13372e-06
518        0.000305552       5.88844e-06
519        0.000295857       9.71156e-06
520        0.000302483       1.10339e-05
521        0.000288604       1.04415e-05
522        0.000320031       6.41026e-06
523        0.000294237       3.74211e-06
524        0.000293932       8.47016e-06
525        0.000299977       7.18475e-06
526        0.000282603       3.73316e-06
527        0.000319043       6.24418e-06
528        0.000305788       7.10672e-06
529        0.000297641       4.10073e-06
530        0.000309104       7.28087e-06
531        0.00030068       1.143e-05
532        0.000326279       4.70109e-06
533        0.000310765       5.59479e-06
534        0.000286779       7.23662e-06
535        0.000364876       8.58011e-06
536        0.000301294       2.69717e-06
537        0.000279489       4.69942e-06
538        0.000287337       7.70529e-06
539        0.000298916       6.21608e-06
540        0.000355066       7.38124e-06
541        0.000282428       5.58268e-06
542        0.00029677       5.28892e-06
543        0.000290359       6.00775e-06
544        0.000346852       1.05577e-05
545        0.000291506       3.66585e-06
546        0.000306943       9.01181e-06
547        0.000336719       3.55979e-06
548        0.00029937       8.43557e-06
549        0.000340045       1.28162e-05
550        0.000333708       1.2822e-05
551        0.000325179       5.93164e-06
552        0.000378252       1.10856e-05
553        0.00039457       2.16908e-05
554        0.000319916       1.57351e-06
555        0.00042123       2.09104e-05
556        0.000452537       1.44445e-05
557        0.000415873       1.40872e-05
558        0.000451312       9.33157e-06
559        0.000340434       9.05891e-06
560        0.000493775       1.2391e-05
561        0.000342857       8.25172e-06
562        0.000378218       1.8149e-05
563        0.000328245       8.21238e-06
564        0.000381253       1.78521e-05
565        0.000492786       3.48752e-06
566        0.000381112       1.74369e-05
567        0.000343715       4.95925e-06
568        0.000401016       7.63301e-06
569        0.000354971       8.19485e-06
570        0.000357024       7.90581e-06
571        0.000345057       3.43462e-06
572        0.000422844       3.04592e-05
573        0.000411741       1.52547e-05
574        0.000344658       1.05333e-05
575        0.000420978       1.13806e-05
576        0.000433261       1.63136e-05
577        0.000362745       1.05558e-05
578        0.000388594       9.24999e-06
579        0.000361133       1.48838e-05
580        0.000362428       1.88763e-05
581        0.000362857       1.04158e-05
582        0.0003488       2.00664e-05
583        0.000393168       1.99645e-05
584        0.000400923       6.9162e-06
585        0.000398877       7.91596e-06
586        0.000367205       5.93341e-06
587        0.000409145       6.44026e-06
588        0.000364231       2.58628e-05
589        0.000352427       5.7899e-06
590        0.000403532       1.70534e-05
591        0.00042241       1.28254e-05
592        0.000340601       1.53632e-05
593        0.000414584       1.3961e-05
594        0.00043933       1.75133e-05
595        0.000402696       1.69856e-05
596        0.000417066       2.31781e-05
597        0.000334273       2.92706e-06
598        0.00036742       2.4309e-05
599        0.000385695       1.7826e-05
600        4.25787e-05       6.27637e-07
601        4.53353e-05       9.4045e-07
602        4.81587e-05       2.79497e-07
603        4.44977e-05       4.39913e-07
604        4.26073e-05       8.18378e-07
605        4.22757e-05       5.24537e-07
606        4.87429e-05       1.23371e-06
607        4.90203e-05       8.94775e-07
608        4.74796e-05       1.11835e-06
609        5.47378e-05       1.02967e-06
610        4.989e-05       1.27658e-06
611        4.97359e-05       4.85802e-07
612        5.03671e-05       8.35482e-07
613        4.73074e-05       7.62652e-07
614        4.89548e-05       1.31376e-06
615        4.64321e-05       1.00053e-06
616        3.97424e-05       1.1572e-06
617        4.70334e-05       1.35912e-06
618        4.63158e-05       7.23739e-07
619        3.91249e-05       6.63002e-07
620        4.49666e-05       7.40273e-07
621        4.6631e-05       4.16447e-07
622        4.30421e-05       1.04725e-06
623        4.48301e-05       6.68246e-07
624        5.39444e-05       9.65694e-07
625        4.47506e-05       6.33847e-07
626        4.61325e-05       3.75295e-07
627        4.91862e-05       9.91633e-07
628        4.94526e-05       6.58471e-07
629        5.45036e-05       3.23819e-07
630        4.37149e-05       7.08247e-07
631        5.24855e-05       5.2192e-07
632        4.95223e-05       1.16998e-06
633        5.55226e-05       8.27008e-07
634        4.2558e-05       7.90621e-07
635        5.29901e-05       1.11385e-06
636        5.53455e-05       7.53317e-07
637        4.19022e-05       1.63382e-06
638        5.38911e-05       1.48002e-06
639        4.81566e-05       6.89618e-07
640        5.0609e-05       6.05327e-07
641        4.90802e-05       7.12938e-07
642        4.33844e-05       1.53586e-06
643        4.44753e-05       7.6853e-07
